"General Note","Genre","Author Id","Work Id","work_name","Edition Details","binding_book","volume","Edition Id","more_information","Type","Manually changed"
"","פרוזה","388","10471","על גבול אוקראינה","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10472","הצעיף האדום","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10473","משחקים","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10474","יללה","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10475","אחרית הרופא","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10476","אחד החנפים","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10477","החג' מחפצי-בה","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","388","10478","שלושת הרעים","דביר; 1959","כל כתבי יעקב שטיינברג","","388-1","תל אביב: דביר, 1959 [מהדורה מיוחדת לקוראי מעריב]","סיפור","false"
"","פרוזה","287","10482","מות איבן איליץ'","בתוך: יפת;‫ יפו : יפת; [תרע""ב-תרע""ג] 1913.","","","","","ספר","false"
"","פרוזה","417","10486","שלושה לילות: (רומן בזעיר אנפין)","א. מוזס; תשי""?","","","","תל אביב: א' מוזס, תרצ""א.","ספר","false"
"","פרוזה","417","10487","בני רשף: רומן מחיי “השומר” בארץ ישראל מלפני המלחמה העולמית","י' עזריאל; תרצ""ח","","","","תל-אביב: י' עזריאל, תרצ""ח.","ספר","false"
"","פרוזה","422","10531","הרימון","דפוס יוסף פישר, קראקוב; תר""ן","","","","קראקא: תר""ן","ספר","false"
"","פרוזה","422","10532","במקום-בת","קראקא: יוסף פישר; תרנ""ד","שלושה סיפורים","","422-1","קראקא: יוסף פישר, תרנ""ד","סיפור","false"
"","פרוזה","422","10533","האשה וילדיה","קראקא: יוסף פישר; תרנ""ד","שלושה סיפורים","","422-1","קראקא: יוסף פישר, תרנ""ד","סיפור","false"
"","פרוזה","422","10534","אהבה תחולל נפלאות","לעמבערג: M. WOLF; תרל""ו 1876","","","","לעמבערג: M. Wolf, תרל""ו 1876","ספר","false"
"","פרוזה","308","10552","עזה כמוות","מסדה","","","","","ספר","false"
"","פרוזה","423","10553","נעורים","ירושלים: מצפה; [חסרה שנה]","","","","","ספר","false"
"","פרוזה","375","10554","אלף לילה ולילה: סִפּוּר הַגִּבֵּן","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10555","אלף לילה ולילה: סִפּוּר הַסַּרְסוּר","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10556","אלף לילה ולילה: סִפּוּר מְנַהֵל-הַמֶּשֶׁק","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10557","אלף לילה ולילה: סִּפּוּר הָרוֹפֵא הַיְהוּדִי","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10558","אלף לילה ולילה: סִפּוּר הַחַיָּט","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10559","אלף לילה ולילה: סִפּוּר הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10560","אלף לילה ולילה: סִפּוּר אָחִיו הָרִאשׁוֹן שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10561","אלף לילה ולילה: סִפּוּר אָחִיו הַשֵּׁנִי שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10562","אלף לילה ולילה: סִפּוּר אָחִיו הַשְּׁלִישִׁי שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10563","אלף לילה ולילה: סִפּוּר אָחִיו הָרְבִיעִי שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10564","אלף לילה ולילה: סִפּוּר אָחִיו הַחֲמִישִׁי שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10565","אלף לילה ולילה: סִפּוּר אָחִיו הַשִּׁשִּׁי שֶׁל הַגַּלָּב","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","10566","אלף לילה ולילה: סוֹף סִפּוּר הַחַיָּט","קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","386","10567","מינוטאור","כתר; 1992","","","","ירושלים: כתר, 1992","ספר","false"
"","פרוזה","386","10568","רקויאם לנעמן","כתר; 1992","","","","כתר: ירושלים, 1992","ספר","false"
"","פרוזה","403","10572","מלון אורחים","ספרית תרמיל; ת""א: משרד הביטחון - ההוצאה לאור; תשמ""ח 1988","","","","ספרית תרמיל; ת“א: משרד הביטחון - ההוצאה לאור, תשמ”ח 1988.","ספר","false"
"","פרוזה","425","10574","ספור המעשה על הקופסה הקטנה","תל אביב: משרד הבטחון; תשמ""ג 1982","","","","","ספר","false"
"","פרוזה","425","10575","ספור המעשה על הכהן הצעיר","תל אביב: משרד הבטחון; תשמ""ג 1982","","","","","ספר","false"
"","פרוזה","425","10576","ספור המעשה על הבית עם התריסים הירוקים","תל אביב: משרד הבטחון; תשמ""ג 1982","","","","","ספר","false"
"","פרוזה","425","10577","ספור המאורע של הנסיך פלוריצל והמשטרה החשאית","תל אביב: משרד הבטחון; תשמ""ג 1982","","","","","ספר","false"
"","פרוזה","285","10578","בית אגולר","יזרעאל בע""מ; תשכ""ו","","","","","ספר","false"
"","פרוזה","323","10670","רבי שמואל הלוי","ווארשא ; ווילנא : דפוס א’ בוימריטטער : הוצ’ י’ פונק; תרנ""ד","","","","","ספר","false"
"","פרוזה","403","10749","עלומים","תל אביב: מצפה; תרצ""ג","","","","תל אביב: מצפה, תרצ""ג.","ספר","false"
"","פרוזה","403","10750","בית סבתא שחרב","ספרית תרמיל; ת""א: משרד הביטחון - ההוצאה לאור; תשמ""ח 1988","","","","ספרית תרמיל; ת“א: משרד הביטחון - ההוצאה לאור, תשמ”ח 1988.","ספר","false"
"","פרוזה","403","10751","על שום מה?","ספרית תרמיל; ת""א: משרד הביטחון - ההוצאה לאור; תשמ""ח 1988","","","","ספרית תרמיל; ת“א: משרד הביטחון - ההוצאה לאור, תשמ”ח 1988.","ספר","false"
"","פרוזה","403","10752","נחלת אבות","ראובן מס, ירושלים; ת""ש","נחלת אבות","","403-2","ירושלים: ראובן מס, תש""ו","סיפור","false"
"","פרוזה","403","10753","בזמן הזה","ראובן מס, ירושלים; ת""ש","נחלת אבות","","403-2","ירושלים: ראובן מס, תש""ו","סיפור","false"
"","פרוזה","403","10754","ימים יחפים","הוצאת ""מצפה"" ת""א; תרצ""ה","","","","ת“א מצפה, תרצ”ה.","ספר","false"
"","פרוזה","403","10770","ריחיים של רוח","ירושלים: ראובן מס; 1985","החוף הנכסף: סיפורים","","403-3","הביאם לדפוס וקדם - חיים תורן; ירושלים: ר' מס, 1985","סיפור","false"
"","פרוזה","403","10771","שמשון משוק הבשמים","ירושלים: ראובן מס; 1985","החוף הנכסף: סיפורים","","403-3","הביאם לדפוס וקדם - חיים תורן; ירושלים: ר' מס, 1985","סיפור","false"
"","פרוזה","432","10772","אחרון המוהיקנים","ורשה: תושיה; בתוך הביבליותיקה לנערים.; [תרע""ג]","","","","","ספר","false"
"","פרוזה","433","10776","נילס לינה","תל-אביב: עם עובד; תשמ""ב 1981","","","","","ספר","false"
"","פרוזה","386","10859","יעקב","כתר: ירושלים; 1994","","","","ירושלים: כתר, 1994","ספר","false"
"","פרוזה","386","10860","אליקום: טרילוגיה","ירושלים: כתר; 1988","","","","ירושלים: כתר, 1988","ספר","false"
"","פרוזה","394","10870","כתבים מעזבון בית הועד הפיקויקי [מועדון הפיקוויקים]","ורשה: אברהם יוסף שטיבל; תרפ""ב 1922","","","","","ספר","false"
"","פרוזה","142","10900","סולם יעקב","","","","","","ספר","false"
"","פרוזה","142","10901","אגדות: הקופה","","","","","","ספר","false"
"","פרוזה","142","10902","אגדות: אור","","","","","","ספר","false"
"","פרוזה","417","10903","השומר החולה","""דאר היום""; יום ב' 17 לאוגוסט 1936","סיפורים בלתי-מכונסים","","417-1","","סיפור","false"
"","פרוזה","417","10904","זיפזיף","קול העם; 2.6.1949","סיפורים בלתי-מכונסים","","417-1","","סיפור","false"
"","פרוזה","417","10905","מאירקה בעל-נס","נדפס בחוברת ""במעלה""","סיפורים בלתי-מכונסים","","417-1","","סיפור","false"
"","פרוזה","399","10906","היינץ ובנו והרוח הרעה","תל אביב: עם עובד; תשל""ט 1979","","","","תל אביב: עם עובד, תשל""ט 1979.","ספר","false"
"","פרוזה","399","10907","עד הערב","לוד: זמורה-ביתן; תשס""א 2001","","","","לוד: זמורה-ביתן, תשס""א 2001.","ספר","false"
"","פרוזה","443","10918","הדקבריסטים","ת""א: אמנות; תרצ""ה 1935","","","","","ספר","false"
"","פרוזה","399","10920","יום הולדת","בתוך: נערים: סיפורים מחיי הנוער, תל אביב: המחנות העולים - הצופים החלוצים; תשט""ז","","","","נערים: סיפורים מחיי הנוער, תל אביב: המחנות העולים - הצופים החלוצים, תשט""ז.","ספר","false"
"","פרוזה","399","10921","שבת","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","399","10922","ברקה","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","399","10923","מושיוף ובנו","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","399","10924","בכי","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","399","10925","ביקור הגברת הִילדה הוֹפֶר","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","399","10926","איש יהודי","תל אביב: זמורה-ביתן; תשמ""ט 1989","מבחר סיפורים","","399-2","בחרה והוסיפה מבוא: יפה ברלוביץ; תל-אביב: זמורה-ביתן, תשמ""ט 1989.","סיפור","false"
"","פרוזה","388","10928","עֵץ הַדֻּבְדְּבָנִים","וארשה: ביבליותיקה לילדים ולנערים; תרע""ב","","","","[ורשה]: [מרכז], [תרפ“-]. בתוך: מקרא - ביבליותיקה לילדים ולנערים, ורשה: מרכז, [תרפ”-]. כרך ב.","ספר","false"
"","פרוזה","388","10929","מְגִלַּת הָרָעָב","וארשה: ביבליותיקה לילדים ולנערים; תרע""ב","","","","[ורשה]: [מרכז], [תרפ“-]. בתוך: מקרא - ביבליותיקה לילדים ולנערים, ורשה: מרכז, [תרפ”-]. כרך ב.","ספר","false"
"","פרוזה","375","11003","אלף לילה ולילה - הֶמְשֵׁךְ סִפּוּר עַזִּיז וְעַזִּיזָה","ירושלים: קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","375","11004","אלף לילה ולילה - סוֹף סִפּוּר הַמֶּלֶךְ עֹמָר אַלְנֻּעְמָאן","ירושלים: קרית ספר; 1969","","","","","ספר","false"
"","פרוזה","449","11005","דם ודין","תל אביב: דביר; תרצ""ג 1933","","","","","ספר","false"
"","פרוזה","399","11013","אהבת נעורים","תל אביב: דביר; תשל""ט 1979","ספרות ילדים ונוער","","399-3","","סיפור","false"
"","פרוזה","452","11014","מאהבה של ליידי צ'טרלי","תל אביב: מ' מזרחי; תשל""?","","","","","ספר","false"
"","פרוזה","386","11016","נפש חפצה","תל אביב: הקיבוץ המאוחד; תשל""ג 1973","סיפורים שלא כונסו","","386-4","","סיפור","false"
"","פרוזה","386","11017","חמש זכירות","תל אביב: הקיבוץ המאוחד; תשל""ג 1973","סיפורים שלא כונסו","","386-4","","סיפור","false"
"","פרוזה","155","11099","כל השנה מבוסם – בפורים מפוכח","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11100","הבעל-שם מביא שדוּך לידי גמר","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11101","מתנות דרשה","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11102","מלווה-מלכה","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11103","פדיון שבויים","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11104","הזווּג או שׂרה בת טובים","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11105","החוכר","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11106","בשל ריחה של טבק","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","155","11107","הסינור","תל אביב: דביר; תשכ""א","נשמות אילמות","","155-5","","סיפור","false"
"","פרוזה","287","11108","הקוזקים","תל אביב: מסדה; תשי""ג","","","","","ספר","false"
"","פרוזה","166","11125","חרבות לאתים: תמונה מחיי אכרים באה""ק","ווארשא: דפוס האחים שולדבערג; תרנ""ג","","","","ווארשא: דפוס האחים שולדבערג, תרנ""ג","ספר","false"
"","פרוזה","66","11126","שנה אחת","תל-אביב: הקיבוץ המאוחד; 1978","עוללות","","66-3","","סיפור","false"
"","פרוזה","80","11127","הרוכל האיטלקי","ירושלים: הוצאת הספריה הציונית; תש""ך","סיפורים","","80-2","ג.  חלוצי הגלות","סיפור","false"
"","פרוזה","237","11164","נִסְיוֹנוֹת הַמְּנַסִּים לְנַתֵּר","וורשא: הוצאת אלכסנדר ז' כהן; תרנ""ז 1896","","","","","ספר","false"
"","פרוזה","237","11165","מַעֲשֶׂה (מַעֲשֶׂה בְרַב וְרַבָּנִית)","וורשא: הוצאת אלכסנדר ז' כהן; תרנ""ז 1896","","","","","ספר","false"
"","פרוזה","237","11166","זְבוּב-הָאַשְׁפּוֹת","וורשא: הוצאת אלכסנדר ז' כהן; תרנ""ז 1896","","","","","ספר","false"
"","פרוזה","15","11223","קִרְיַת עֲבוֹדָה","תל אביב: עם עובד; תשי""ב","בשולי מולדת","3","15-6","","סיפור","true"
"","פרוזה","15","11224","אצה רכבת לטרבלינקה","תל אביב: עם עובד; תשי""ב","טרפי גולה","2","15-5","","סיפור","true"
"","פרוזה","15","11225","בְּעִקְבֵי ""הַיְהוּדִי זִיס""","תל אביב: עם עובד; תשי""ב","טרפי גולה","2","15-5","","סיפור","true"
"","פרוזה","15","11226","אִשְׁתּוֹ הָאֲהוּבָה","תל אביב: עם עובד; תשי""ב","דמויות שחר","1","15-1","","סיפור","true"
"","פרוזה","474","11229","דון קישוט","תל אביב: דביר; 1937","","","","","ספר","false"
"","פרוזה","399","11242","מסע באב","תל אביב: עם עובד; תשס""ד 2004","","","","תל אביב: עם עובד, תשס""ד 2004.","ספר","false"
"","פרוזה","399","11243","נדב ואמו","תל אביב: דביר; תשמ""ט 1989","ספרות ילדים ונוער","","399-3","","סיפור","false"
"","פרוזה","480","11246","בסנוורים","תל אביב: יחדיו; תשמ""ב 1982","בסנוורים: סיפורים","","480-1","תל אביב: סלע, תרצ""ט.","סיפור","false"
"","פרוזה","480","11247","אימהות","תל אביב: יחדיו; תשמ""ב 1982","בעלי יצרים: יום ולילה וסיפורי הארץ","","480-2","תל אביב: הוצאת ניב, תשכ""ז 1967.","סיפור","false"
"","פרוזה","480","11248","בעלי יצרים","תל אביב: יחדיו; תשמ""ב 1982","בעלי יצרים: יום ולילה וסיפורי הארץ","","480-2","תל אביב: הוצאת ניב, תשכ""ז 1967.","סיפור","false"
"","פרוזה","480","11249","יום ולילה","תל אביב: יחדיו; תשמ""ב 1982","בעלי יצרים: יום ולילה וסיפורי הארץ","","480-2","תל אביב: הוצאת ניב, תשכ""ז 1967.","סיפור","false"
"","פרוזה","480","11281","אדם ובהמתו","תל אביב: סלע; תש""א","","","","ירושלים: עופר, תש""ו.","ספר","false"
"","פרוזה","480","11282","נוטר המקשאה","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11283","לשון שסועה","תל אביב: סלע; תש""א","בעלי יצרים: יום ולילה וסיפורי הארץ","","480-2","תל אביב: הוצאת ניב, תשכ""ז 1967.","סיפור","false"
"","פרוזה","480","11284","לבנים נקיים","תל אביב: סלע; תש""א","בעלי יצרים: יום ולילה וסיפורי הארץ","","480-2","תל אביב: הוצאת ניב, תשכ""ז 1967.","סיפור","false"
"","פרוזה","480","11285","כפות הידים הללו","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11286","אדנות","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11287","בבואה רחוקה","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11288","חסן ""החמור""","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11289","משל","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","א","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11290","ביזת הים","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ב","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11291","על מכסה האניה","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ב","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11292","מנגד","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ב","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11293","שבילים בגליל העליון","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ג","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11294","קרבן הפסח אצל השומרונים","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ג","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","480","11295","נחל ארנון","תל אביב: סלע; תש""א","מַרְאוֹת בַּכְּחוֹל: סיפורים","ג","480-3","תל אביב: סלע, תש""א.","סיפור","true"
"","פרוזה","287","11296","חג'י מורט","ורשה: שטיבל; תרפ""ב","","","","","ספר","false"
"","פרוזה","482","11350","כתבי משפחה עבריים","ירושלים: [חמו""ל]; תרנ""-","","","","","ספר","false"
"","פרוזה","90","11351","ספר ראשון - אגדות התורה","תל-אביב: דביר; תש""ל","ילדי ערב","","90-1","תל אביב: דביר, תש""ל 1970.","סיפור","false"
"","פרוזה","90","11352","ספר שני - אגדות הנביאים","תל-אביב: דביר; תש""ל","ילדי ערב","","90-1","תל אביב: דביר, תש""ל 1970.","סיפור","false"
"","פרוזה","90","11353","ספר שלישי - מחיי הח'ליפים","תל-אביב: דביר; תש""ל","ילדי ערב","","90-1","תל אביב: דביר, תש""ל 1970.","סיפור","false"
"","פרוזה","69","11354","נערה בשנת-שירות","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","69","11355","ריקוד","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","69","11356","בזכות עצי-התאנה","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","69","11357","ארץ הבארות החרבות","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","69","11358","סוס או אבן","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","69","11359","בואינג 707","תל אביב: עקד; תשל""א 1971","בזכות עצי התאנה: סיפורים","","69-3","(תל-אביב): עקד, (תשל""א) 1971","סיפור","false"
"","פרוזה","483","11360","ריח שלג טרי","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11361","ספינה ושלושה צריחים","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11362","אגן דמשק","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11363","התקרבות","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11364","צילום אלכסוני","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11365","מזח נמוך","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11366","ישועה בשלגים","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","483","11367","הבהק אדום","תל אביב: ספרית פועלים; תשל""ח 1977","צילום אלכסוני: מחזור סיפורים","","483-1","תל-אביב: ספרית פועלים, תשל""ח 1977","סיפור","false"
"","פרוזה","484","11368","שִׁמְעוֹן צַהֲמָארָא","תרמיל; תשנ""א 1990","","","","תל-אביב: צה“ל - מפקדת קצין חינוך ראשי, תשנ”א 1990","ספר","false"
"","פרוזה","489","11434","אֹהֶל תָּם","ורשה: האחים לוין-אפשטין;  תרפ""ז","","","","","ספר","false"
"","פרוזה","128","11437","כוכבים תועים","תל-אביב: דביר; תשנ""ב 1992","","","","","ספר","false"
"","פרוזה","76","11438","בצאת ישראל ממצרים","תל אביב: אמנות; 1927","","","","תל אביב: אמנות, 1927","ספר","false"
"","פרוזה","479","11439","הכומתות השחורות","רמת-גן: נירם; 1998","","","","רמת-גן: נירם, 1998.","ספר","false"
"","פרוזה","492","11440","פינוקיו: קורותיו של ילד-עץ","תל אביב: אמנות; תשי""ג [1953]","","","","","ספר","false"
"","פרוזה","142","11441","שְׁלשָׁה שֶׁאָכְלוּ","תל אביב: אמנות; 1930","","","","","ספר","false"
"","פרוזה","142","11442","תִּתְחַדֵּשׁ","תל אביב: אמנות; 1930","","","","","ספר","false"
"","פרוזה","494","11451","לאה החכמה","תל אביב: דביר; תר""ץ","","","","","ספר","false"
"","פרוזה","442","11453","העלמה והמשורר","תל אביב: משכל; 2004","","","","תל אביב: משכל, 2004.","ספר","false"
"","פרוזה","465","11459","לב שפוך","לוד: זמורה ביתן; תשס""ב 2001","לב שפוך","","465-1","לוד: זמורה ביתן, תשס""ב 2001","סיפור","false"
"","פרוזה","465","11460","קריאה עיוורת","לוד: זמורה ביתן; תשס""ב 2001","לב שפוך","","465-1","לוד: זמורה ביתן, תשס""ב 2001","סיפור","false"
"","פרוזה","147","11465","בנימין המשֻגע","לאה זליגר, ירושלים; תר""ץ","","","","","ספר","false"
"","פרוזה","147","11466","לא תחמֹד בית רעך!","לאה זליגר, ירושלים; תר""ץ","","","","","ספר","false"
"","פרוזה","147","11467","בני ציון","לאה זליגר, ירושלים; תר""ץ","","","","","ספר","false"
"","פרוזה","147","11468","ילד גבור","לאה זליגר, ירושלים; תר""ץ","","","","","ספר","false"
"","פרוזה","147","11469","משה הקטן","לאה זליגר, ירושלים; תר""ץ","","","","","ספר","false"
"","פרוזה","491","11470","הברקת","דביר; תרצ""ד","","","","תל אביב: דביר, תרצ""ד","ספר","false"
"","פרוזה","491","11472","נוּרִית אוֹהֶבֶת סִפּוּרִים","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11473","שׁוּלָה וְדַג הַזָּהָב","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11474","דָּנִי וְיוֹרָם","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11475","הַיַּלְדָּה הַתּוֹעָה","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11476","בֹּקֶר טוֹב!","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11477","תְּשׂוּמֶת-לֵב","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11478","עָפְרָה וְהַבֻּבָּה שֶׁלָּהּ","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11479","נָעֳמִי ""לֵב זָהָב""","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11480","רוּתִי וְהַחֲתַלְתּוּלָה","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
"","פרוזה","491","11481","חַכְמֹנֶת","הוצאת ""אמנות"", תל אביב; תש""ו","מרגניות: ספורים לפעוטות","","491-1","תל אביב: אמנות, תש""ו","סיפור","false"
